"","pctilleg","pctkids2par","numilleg","racepctwhite","racepctblack","pctpersdensehouse","pctfam2par","pctvacantboarded","numstreet","pcthouseless3br","malepctdivorce","mixedCommunity","immigrantCommunity","violentcrimesperpopulation"
"1587",0.15,0.74,0.02,0.92,0,0.09,0.7,0.08,0,0.5,0.42,1,2,0.06
"1588",0.16,0.58,0.02,0.9,0.11,0.06,0.57,0.87,0,0.57,0.61,1,1,0.1
"1589",0.09,0.64,0,0.98,0.01,0.04,0.58,0.28,0,0.51,0.59,1,1,0.04
"1590",0.15,0.76,0.01,0.64,0.41,0.13,0.74,0.02,0,0.28,0.4,2,1,0.11
"1591",0.38,0.38,0.05,0.68,0.39,0.07,0.37,0.16,0.04,0.58,0.7,2,1,0.29
"1592",0.31,0.63,0.01,0.3,0.85,0.06,0.64,0.02,0,0.27,0.42,2,1,0.13
"1593",0.2,0.66,0.01,0.96,0,0.07,0.58,0.03,0,0.52,0.45,1,1,0.11
"1594",0.02,0.91,0,0.97,0,0.01,0.93,0.16,0,0,0.07,1,1,0.02
"1595",0.41,0.7,0.04,0.69,0.27,0.25,0.66,0.17,0.01,0.69,0.33,2,1,0.24
"1596",0.78,0.23,0.13,0.29,0.85,0.2,0.26,0.29,0.09,0.64,0.59,2,1,0.87
"1597",0.1,0.91,0,0.86,0.1,0.12,0.92,0.15,0,0.06,0.29,1,1,0.14
"1598",0.26,0.4,0.02,0.93,0.09,0.03,0.35,0.32,0,0.49,0.63,1,1,0.46
"1599",0.23,0.61,0.03,0.54,0.13,0.29,0.55,0.05,0,0.71,0.57,2,2,0.25
"1600",0.11,0.77,0,0.96,0.03,0.06,0.73,0.07,0,0.51,0.37,1,1,0.08
"1601",0.04,0.88,0,0.92,0,0.18,0.82,0.14,0,0.29,0.28,1,1,0.04
"1602",0.76,0.17,0.03,0.12,1,0.33,0.17,0.64,0,0.51,0.54,2,1,0.54
"1603",0.16,0.71,0.03,0.78,0.05,0.29,0.7,0.1,0.03,0.47,0.48,2,1,0.09
"1604",0.15,0.62,0.02,0.83,0.05,0.23,0.59,0.12,0.01,0.56,0.8,2,2,0.2
"1605",0.27,0.48,0.01,0.9,0.03,0.08,0.45,0.16,0,0.38,0.47,2,1,0.02
"1606",0.2,0.56,0,0.98,0.02,0.04,0.51,0.08,0,0.57,0.61,1,1,0.04
"1607",0.03,0.76,0,1,0,0.02,0.7,0.05,0,0.53,0.39,1,1,0.1
"1608",0.43,0.44,0.04,0.45,0.07,1,0.58,0.14,0,0.51,0.4,2,2,0.69
"1609",0.41,0.62,0.01,0.35,0.69,0.28,0.61,0.16,0,0.43,0.37,2,1,0.13
"1610",0.08,0.81,0,0.98,0.01,0.07,0.77,0,0,0.45,0.32,1,1,0.06
"1611",0.69,0.24,0.03,0.55,0.53,0.12,0.24,0.24,0,0.55,0.7,2,2,0.91
"1612",0.06,0.79,0,0.99,0,0.04,0.82,0.26,0,0.31,0.19,1,1,0.04
"1613",0.74,0.44,0.07,0.21,0.21,1,0.47,0.17,0,0.89,0.47,2,2,0.81
"1614",0.01,0.82,0,0.92,0.02,0.16,0.79,0.03,0,0.29,0.38,1,1,0.15
"1615",0.16,0.97,0.01,0.85,0.07,0.02,0.99,0.18,0,0.17,0.08,1,1,0.07
"1616",0.18,0.9,0,0.78,0.03,0.04,0.86,0.08,0,0.09,0.21,1,1,0.06
"1617",0.02,0.85,0,0.87,0.02,0.08,0.87,0.05,0,0.35,0.16,1,2,0.02
"1618",0.27,0.66,0.01,0.58,0.25,0.3,0.62,0.76,0.09,0.69,0.7,2,1,0.31
"1619",0.04,0.96,0,0.96,0.03,0.01,0.97,0.03,0,0,0.08,1,1,0.03
"1620",0.45,0.48,0.04,0.48,0.07,1,0.52,0.13,0,0.74,0.51,2,2,0.27
"1621",0.12,0.61,0,0.81,0.14,0.17,0.6,0.41,0,0.59,0.55,1,1,0.11
"1622",0.04,0.78,0,0.89,0.02,0.22,0.8,0.33,0,0.17,0.44,2,1,0.09
"1623",0.03,0.93,0,0.97,0.01,0.02,0.87,0,0,0.25,0.11,1,2,0.01
"1624",0.29,0.53,0.02,0.75,0.18,0.31,0.53,0.05,0,0.68,0.66,2,1,0.5
"1625",0.12,0.53,0,0.73,0.15,0.28,0.51,0.13,0,0.71,0.89,2,1,0.32
"1626",0.46,0.39,0.43,0.58,0.25,0.19,0.38,0.49,0.23,0.7,0.83,2,2,0.43
"1627",0.49,0.37,0.07,0.72,0.15,0.19,0.36,0.21,0.02,0.69,0.46,2,2,0.3
"1628",0.05,0.93,0,0.87,0.06,0.06,0.91,0.05,0,0.3,0.23,1,2,0.02
"1629",0.34,0.63,0.01,0.44,0.01,0.78,0.65,0.09,0.03,0.49,0.42,2,2,0.38
"1630",0.34,0.6,0,0.95,0.01,0.14,0.57,0.03,0,0.55,0.08,1,2,0.01
"1631",0.15,0.65,0,0.99,0,0.05,0.58,0.19,0,0.56,0.37,1,1,0.02
"1632",0.03,0.85,0,0.85,0.03,0.04,0.8,0.02,0,0.21,0.26,1,2,0.04
"1633",0.14,0.72,0.08,0.85,0.04,0.24,0.67,0.32,0.2,0.68,0.5,2,1,0.3
"1634",0.85,0.21,0.62,0.46,0.6,0.1,0.12,0.87,0.01,0.49,0.6,2,1,0.8
"1635",0.07,0.84,0,0.98,0.01,0.03,0.85,0.27,0,0.36,0.3,1,1,0.03
"1636",0.07,0.84,0,0.99,0.01,0.02,0.85,0.12,0,0.25,0.14,1,1,0.11
"1637",0.36,0.37,0.04,0.56,0.55,0.1,0.41,0.22,0,0.52,0.62,2,1,0.9
"1638",0.39,0.52,0.03,0.78,0.22,0.07,0.53,0.1,0,0.64,0.48,2,1,0.09
"1639",0.16,0.37,0,0.9,0.11,0.06,0.47,0.07,0,0.63,0.31,1,1,0.17
"1640",0.07,0.77,0,0.93,0.02,0.11,0.7,0,0,0.35,0.44,1,1,0.07
"1641",0.97,0.2,0.29,0.37,0.52,0.31,0.21,1,0.03,0.74,0.56,2,2,0.79
"1642",0.28,0.47,0.03,0.5,0.49,0.26,0.48,0.84,0.03,0.52,0.75,2,1,0.28
"1643",0.03,0.97,0,0.95,0.01,0.02,0.97,0.2,0,0.08,0.06,1,1,0.02
"1644",0.15,0.73,0.02,0.93,0.03,0.07,0.72,0.06,0,0.56,0.47,1,2,0.03
"1645",0.13,0.61,0,0.6,0.38,0.19,0.63,0.04,0,0.52,0.45,2,1,0.15
"1646",0.36,0.47,0.02,0.96,0.02,0.08,0.41,0.27,0,0.64,0.39,1,1,0.07
"1647",0.07,0.75,0,0.94,0.02,0.05,0.74,0.09,0,0.46,0.38,1,2,0.08
"1648",0.27,0.51,0.02,0.47,0.53,0.31,0.54,0.32,0,0.52,0.58,2,1,0.33
"1649",0.06,0.74,0,0.98,0,0.03,0.71,0.07,0,0.39,0.37,1,1,0.05
"1650",0.43,0.54,0.01,0.7,0.31,0.14,0.52,0.14,0,0.8,0.66,2,2,0.25
"1651",0.17,0.69,0.01,0.68,0.36,0.06,0.74,0.18,0,0.36,0.33,2,1,0.09
"1652",0.17,0.68,0.01,0.66,0.2,0.31,0.7,0.59,0,0.41,0.54,2,1,0.23
"1653",0.06,0.88,0,0.99,0.01,0.06,0.88,0.06,0,0.49,0.28,1,1,0.06
"1654",0.3,0.49,0.01,0.99,0,0.1,0.5,1,0,0.41,0.6,1,1,0.07
"1655",0.13,0.55,0,0.9,0.11,0.04,0.49,0,0,0.75,0.72,1,1,0.08
"1656",0.16,0.6,0.02,0.81,0.12,0.28,0.6,0.47,0.01,0.8,0.53,2,1,0.42
"1657",0.03,0.98,0,0.95,0.05,0.01,0.97,0.1,0,0.12,0.08,1,1,0
"1658",0.07,0.8,0,0.91,0.01,0.12,0.77,0.1,0,0.24,0.4,1,1,0.05
"1659",0.12,0.72,0.01,0.98,0.01,0.08,0.66,0.04,0,0.48,0.45,1,1,0.05
"1660",0.08,0.86,0,0.81,0.04,0.07,0.83,0.01,0,0.33,0.44,1,2,0.03
"1661",0.1,0.89,0,0.76,0.12,0.07,0.88,0.11,0,0.38,0.3,1,2,0.06
"1662",0.79,0.21,0.06,0.47,0.64,0.14,0.23,1,0,0.55,0.74,2,1,0.59
"1663",1,0.11,0.04,0.21,0.97,0.26,0.16,0.45,0,0.48,0.38,2,1,0.33
"1664",0.15,0.63,0.01,0.92,0.05,0.07,0.57,0.07,0.01,0.39,0.45,1,1,0.75
"1665",0.25,0.53,0.01,0.8,0.25,0.08,0.51,0.16,0,0.54,0.58,2,1,0.43
"1666",0.48,0.4,0.01,0.59,0.5,0.12,0.41,0.13,0,0.54,0.27,2,1,0.02
"1667",0.15,0.75,0,0.81,0.24,0.1,0.74,0.17,0,0.27,0.28,2,1,0.09
"1668",0.02,0.96,0,0.95,0.01,0.03,0.95,0,0,0.11,0.05,1,1,0.03
"1669",0.09,0.82,0.01,0.96,0.02,0.02,0.81,0,0,0.43,0.23,1,1,0.07
"1670",0.58,0.51,0.09,0.32,0.05,1,0.6,0.43,0.01,0.67,0.34,2,2,0.25
"1671",0.58,0.37,0.06,0.37,0.75,0.33,0.36,0.05,0,0.86,0.57,2,2,0.48
"1672",0.12,0.48,0,0.72,0.08,0.1,0.46,0.3,0,0.62,0.53,1,1,0.22
"1673",0.05,0.87,0,1,0,0.03,0.87,0.03,0,0.25,0.19,1,1,0.04
"1674",0.11,0.68,0.01,0.96,0.02,0.06,0.63,0.12,0,0.49,0.58,1,1,0.16
"1675",0.25,0.86,0.01,0.63,0.35,0.19,0.86,0.02,0,0.46,0.32,2,1,0.11
"1676",0.07,0.87,0,0.98,0.01,0.05,0.9,0.33,0,0.14,0.15,1,1,0.18
"1677",0.68,0.51,0.02,0.6,0.36,0.27,0.57,0.25,0,0.49,0.43,2,2,0.28
"1678",0.57,0.31,0.03,0.5,0.62,0.18,0.33,0.29,0.03,0.57,0.65,2,1,0.57
"1679",0.72,0.05,0.02,0.24,0.88,0.23,0.08,0.11,0,0.56,0.5,2,1,0.39
"1680",0.05,0.94,0,0.86,0.03,0.05,0.9,0.04,0,0.3,0.15,1,2,0.01
"1681",0.13,0.61,0.01,0.86,0.03,0.11,0.63,0.03,0,0.32,0.6,2,1,0.14
"1682",0.07,0.67,0,0.96,0.01,0.1,0.67,0.02,0,0.53,0.52,1,1,0.12
"1683",0.1,0.65,0,0.92,0.09,0.1,0.61,0.03,0,0.77,0.07,1,1,0.06
"1684",0.09,0.8,0.01,0.12,0.15,0.5,0.86,0.05,0,0.18,0.19,2,2,0.37
"1685",0.8,0.16,0.07,0.05,0.65,0.36,0.11,0.84,0.01,0.63,0.63,2,1,1
"1686",0.2,0.67,0.01,0.83,0.01,0.25,0.65,0.15,0,0.39,0.49,2,2,0.09
"1687",0.41,0.52,0.09,0.84,0.15,0.09,0.49,0.6,0.07,0.53,0.53,1,1,0.65
"1688",0.04,0.94,0,0.98,0.01,0.01,0.92,0.06,0,0.19,0.24,1,1,0.02
"1689",0.04,0.84,0,0.91,0.05,0.08,0.82,0.08,0,0.14,0.34,1,1,0.08
"1690",0.17,0.68,0,0.74,0.2,0.22,0.7,0.04,0,0.47,0.41,2,1,0.34
"1691",0.44,0.45,0.01,0.21,0.01,0.98,0.44,0.5,0,0.57,0.34,2,2,0.39
"1692",0.19,0.49,0.01,0.54,0.07,0.44,0.49,0.43,0,0.55,0.54,2,1,0.29
"1693",0.49,0.4,0.01,0.47,0.66,0.2,0.41,0.15,0,0.51,0.49,2,1,0.2
"1694",0.23,0.72,0,0.7,0.07,0.21,0.72,0.04,0,0.34,0.5,2,1,0.13
"1695",0.06,0.94,0,0.95,0.02,0.03,0.93,0.15,0,0.24,0.26,1,1,0.02
"1696",0.15,0.71,0.07,0.74,0.16,0.23,0.7,0.14,0,0.52,0.56,2,2,0.32
"1697",0.08,0.85,0,0.92,0.03,0.05,0.86,0.02,0,0.5,0.39,1,1,0.13
"1698",0.13,0.76,0,0.9,0.03,0.08,0.75,0.15,0,0.43,0.24,1,2,0.04
"1699",0.72,0.25,0.2,0.54,0.55,0.38,0.28,0.26,1,0.85,0.92,2,2,0.59
"1700",0.3,0.58,0.02,0.52,0.02,0.65,0.6,0.12,0,0.47,0.46,2,2,0.33
"1701",0.37,0.49,0.02,0.63,0.25,0.34,0.57,0.32,0,0.59,0.56,2,1,0.5
"1702",0.05,0.69,0,0.95,0.02,0.04,0.68,0.03,0,0.32,0.43,1,1,0.1
"1703",0.13,0.8,0.02,0.75,0.1,0.22,0.77,0.17,0,0.4,0.45,2,2,0.09
"1704",0.45,0.39,0.02,0.46,0.65,0.21,0.4,1,0,0.46,0.66,2,1,0.52
"1705",0.11,0.78,0.01,0.94,0.05,0.05,0.77,0.01,0,0.33,0.32,1,1,0.04
"1706",0.03,0.92,0,0.97,0.01,0.03,0.9,0.22,0,0.21,0.14,1,1,0.05
"1707",0.09,0.64,0,0.92,0.1,0.05,0.62,0.03,0,0.4,0.51,1,1,0.05
"1708",0.67,0.42,0.08,0.31,0.87,0.16,0.48,0.75,0.02,0.35,0.51,2,1,0.38
"1709",0.07,0.77,0,0.98,0.01,0.03,0.75,0.07,0,0.43,0.43,1,1,0.02
"1710",0.15,0.68,0.01,0.57,0.01,0.43,0.67,0.2,0,0.6,0.4,2,2,0.22
"1711",0.23,0.56,0.07,0.56,0,1,0.64,0.49,0,0.59,0.27,2,2,0.28
"1712",0.24,0.52,0.06,0.79,0.06,0.31,0.5,0.05,0.07,0.73,0.98,2,2,0.28
"1713",0.05,0.83,0,0.65,0.03,0.19,0.8,0.21,0,0.87,0.41,1,2,0.18
"1714",0,0.97,0,0.94,0.04,0.01,0.97,0,0,0.18,0.4,1,1,0.02
"1715",0.1,0.74,0,0.81,0.02,0.2,0.7,0.14,0,0.76,0.59,2,2,0.11
"1716",0.09,0.73,0,0.94,0.05,0.13,0.7,0.02,0,0.41,0.55,1,1,0.08
"1717",0.19,0.75,0.13,0.71,0.27,0.11,0.76,0.05,0,0.34,0.44,2,1,0.12
"1718",0.19,0.57,0.01,0.85,0.15,0.09,0.54,0.08,0,0.51,0.54,1,1,0.19
"1719",0.55,0.25,0.02,0.39,0.76,0.15,0.26,0.07,0,0.58,0.66,2,1,0.21
"1720",0.35,0.58,0.01,0.8,0.24,0.13,0.61,0.09,0,0.44,0.48,2,1,0.23
"1721",0.37,0.52,0.03,0.58,0.49,0.17,0.54,0.08,0,0.45,0.64,2,1,0.11
"1722",0.59,0.28,0.35,0.56,0.49,0.28,0.31,0.41,0.32,0.67,0.84,2,1,1
"1723",0.21,0.64,0.01,0.97,0.02,0.05,0.61,0.06,0,0.64,0.43,1,1,0.04
"1724",0.08,0.76,0,0.96,0.02,0.06,0.72,0.06,0,0.38,0.46,1,1,0.11
"1725",0.25,0.56,0.04,0.76,0.03,0.45,0.55,0.05,0.06,0.7,0.68,2,2,0.19
"1726",0.06,0.94,0,0.99,0.01,0.03,0.94,0.15,0,0.2,0.13,1,1,0.04
"1727",0.26,0.45,0.01,0.47,0.24,0.51,0.46,0.35,0.06,0.63,0.51,2,1,0.32
"1728",0.44,0.39,0.06,0.63,0.46,0.14,0.4,0.37,0.02,0.51,0.71,2,1,0.42
"1729",0.46,0.54,0.04,0.73,0.28,0.11,0.53,0.18,0,0.59,0.42,2,1,0.33
"1730",0.15,0.69,0,0.61,0.08,0.32,0.74,0.23,0,0.56,0.34,2,1,0.31
"1731",0.12,0.76,0,0.96,0,0.1,0.7,0.09,0,0.44,0.59,1,1,0.15
"1732",0.06,0.74,0,0.87,0.09,0.08,0.74,0.07,0,0.35,0.45,1,1,0.08
"1733",0.26,0.54,0.01,0.49,0.34,0.42,0.56,0.2,0,0.6,0.55,2,1,0.24
"1734",0.16,0.58,0,0.88,0.12,0.06,0.54,0.1,0,0.5,0.61,1,1,0.11
"1735",0.06,0.81,0,0.98,0.01,0.04,0.78,0.43,0,0.36,0.3,1,1,0.07
"1736",0.14,0.65,0,0.97,0.01,0.06,0.62,0.1,0,0.62,0.5,1,1,0.06
"1737",0.09,0.73,0.01,0.91,0.02,0.09,0.68,0,0,0.43,0.49,1,1,0.08
"1738",0.32,0.74,0.01,0.75,0.27,0.07,0.73,0.2,0,0.29,0.64,2,1,0.19
"1739",0.19,0.66,0.01,0.92,0.06,0.07,0.61,0.02,0,0.55,0.49,1,1,0.17
"1740",0.14,0.71,0.02,0.86,0.02,0.12,0.69,0.03,0,0.44,0.6,2,1,0.13
"1741",0.07,0.92,0,0.96,0.02,0.03,0.94,0.1,0,0.17,0.26,1,1,0.01
"1742",0.24,0.68,0.01,0.78,0.24,0.07,0.66,0.02,0,0.47,0.56,2,2,0.06
"1743",0.21,0.69,0.07,0.61,0.03,0.84,0.67,0.17,0.04,0.86,0.43,2,2,0.15
"1744",0.26,0.79,0.01,0.97,0.02,0.1,0.73,0.04,0,0.41,0.39,1,1,0.11
"1745",0.13,0.77,0.02,0.96,0.01,0.07,0.72,0.03,0.03,0.66,0.34,1,1,0.05
"1746",0.04,0.91,0,1,0,0.05,0.91,0.08,0,0.22,0.21,1,1,0.01
"1747",0.03,0.91,0,0.9,0.06,0.02,0.91,0.03,0,0.39,0.25,1,2,0.06
"1748",0.38,0.6,0.07,0.69,0.14,0.3,0.62,0.13,0,0.43,0.6,2,2,0.5
"1749",0.09,0.8,0,0.97,0.02,0.06,0.79,0.27,0,0.37,0.31,1,1,0.13
"1750",0.5,0.28,0.05,0.62,0.46,0.24,0.31,0.25,0,0.61,0.72,2,1,0.67
"1751",0.07,0.56,0,0.71,0.03,0.06,0.53,0.14,0,0.53,0.47,1,1,0.17
"1752",0.52,0.51,0.17,0.43,0.65,0.16,0.5,0.29,0.09,0.52,0.55,2,1,0.35
"1753",0.13,0.85,0.01,0.76,0.23,0.05,0.83,0,0,0.22,0.19,2,2,0.19
"1754",0.27,0.48,0.04,0.81,0.19,0.12,0.5,0.19,0.02,0.58,0.65,2,2,0.6
"1755",0.25,0.61,0.01,0.75,0.27,0.14,0.61,0.07,0,0.7,0.56,2,1,0.6
"1756",0.07,0.83,0,0.91,0.01,0.17,0.8,0.06,0,0.34,0.55,2,1,0.06
"1757",0.11,0.48,0,0.94,0.06,0.1,0.45,0.03,0,0.74,0.65,1,1,0.27
"1758",0.08,0.85,0,0.98,0.02,0.04,0.84,0,0,0.32,0.28,1,1,0.09
"1759",0.05,0.83,0,0.97,0.02,0.01,0.82,0.13,0,0.34,0.22,1,1,0.22
"1760",0.62,0.25,0.12,0.02,0.85,0.45,0.23,0.75,0.3,0.67,0.73,2,2,1
"1761",0.08,0.89,0,0.95,0.05,0.02,0.87,0.03,0,0.23,0.36,1,1,0.12
"1762",0.06,0.81,0,0.99,0.01,0.02,0.79,0.36,0,0.33,0.32,1,1,0.02
"1763",0.05,0.85,0,0.96,0.04,0.03,0.84,0.13,0,0.3,0.3,1,1,0.03
"1764",0.12,0.78,0.01,0.89,0.13,0.03,0.74,0.16,0,0.32,0.44,1,1,0.16
"1765",0.14,0.57,0.01,0.93,0.04,0.08,0.53,0.19,0,0.64,0.64,1,1,0.22
"1766",0.21,0.66,0.01,0.93,0.04,0.06,0.63,0.07,0,0.58,0.48,1,1,0.08
"1767",0.06,0.9,0,0.89,0.02,0.02,0.86,0,0,0.23,0.16,1,2,0.01
"1768",0.45,0.42,0.06,0.42,0.37,0.21,0.36,0.37,0.62,0.77,0.52,2,2,0.67
"1769",0.02,0.88,0,0.97,0,0.3,0.86,0.3,0,0.3,0.16,1,1,0.08
"1770",0.1,0.68,0,0.91,0.02,0.22,0.65,0.08,0,0.5,0.57,2,1,0.14
"1771",0.25,0.58,0.02,0.55,0,1,0.64,0.43,0,0.72,0.19,2,2,0.36
"1772",0.08,0.66,0,0.94,0.06,0.1,0.62,0,0,0.57,0.56,1,1,0.16
"1773",0.18,0.57,0.01,0.98,0.02,0.05,0.51,0.08,0,0.49,0.57,1,1,0.09
"1774",0.61,0.39,0.05,0.43,0.62,0.71,0.37,0.12,0.03,0.88,0.78,2,2,0.75
"1775",0.1,0.46,0,0.76,0.02,0.14,0.48,0.19,0,0.6,0.55,1,1,0.15
"1776",0.44,0.27,0.02,0.57,0.54,0.19,0.28,0.51,0,0.7,0.68,2,1,0.83
"1777",0.04,0.91,0,0.97,0.01,0.08,0.9,0.16,0,0.1,0.21,1,1,0.03
"1778",0.78,0.35,0.36,0.34,0.76,0.24,0.39,0.3,0.07,0.64,0.57,2,1,0.47
"1779",0.32,0.52,0.07,0.33,0.06,1,0.65,0.31,0,0.56,0.45,2,2,0.48
"1780",0.66,0.31,0.02,0.66,0.35,0.18,0.29,0.44,0,0.63,0.39,2,1,0.19
"1781",0.08,0.83,0.01,0.97,0.01,0.06,0.81,0.05,0,0.48,0.27,1,1,0.05
"1782",0.13,0.54,0,0.9,0.02,0.12,0.46,0.2,0,0.74,0.3,1,2,0.08
"1783",0.08,0.82,0.01,0.96,0.02,0.06,0.81,0.1,0.01,0.46,0.37,1,1,0.04
"1784",0.7,0.41,0.02,0.45,0.66,0.16,0.45,0.32,0,0.55,0.21,2,1,0.53
"1785",0.17,0.8,0.01,0.4,0.57,0.17,0.79,0.09,0,0.05,0.3,2,2,0.09
"1786",0.05,0.89,0,0.98,0.02,0.03,0.88,0.22,0,0.26,0.33,1,1,0.06
"1787",0.06,0.8,0,0.97,0.02,0.02,0.78,0.02,0,0.4,0.21,1,1,0.09
"1788",0.28,0.43,0.01,0.82,0.03,0.28,0.34,0.23,0.03,0.83,1,2,1,0.25
"1789",0.52,0.43,0.03,0.8,0.16,0.11,0.45,0.45,0,0.52,0.55,1,1,0.39
"1790",0.57,0.48,0.13,0.35,0.37,0.6,0.49,0.26,0.03,0.78,0.48,2,2,0.53
"1791",0.5,0.4,0.08,0.51,0.59,0.11,0.4,0.28,0,0.55,0.63,2,1,0.52
"1792",0.02,0.88,0,0.95,0.05,0.03,0.9,0.02,0,0,0.17,1,1,0.08
"1793",0.61,0.36,0.01,0.64,0.36,0.22,0.41,0.92,0,0.37,0.48,2,1,0.6
"1794",0.07,0.85,0.01,0.96,0.02,0.04,0.86,0.41,0,0.32,0.25,1,1,0.02
"1795",0.05,0.89,0,0.79,0.02,0.14,0.89,0.07,0,0.17,0.26,2,1,0.06
"1796",0.09,0.76,0.01,0.8,0.04,0.11,0.72,0.03,0.03,0.46,0.45,1,2,0.09
"1797",0.15,0.55,0,0.93,0.07,0.08,0.5,0.04,0,0.67,0.63,1,1,0.19
"1798",0.13,0.76,0,0.95,0.03,0.04,0.72,0.06,0,0.4,0.34,1,1,0.16
"1799",0.03,0.73,0,0.92,0.01,0.06,0.7,0.1,0,0.31,0.49,2,1,0.14
"1800",0.29,0.45,0.02,0.84,0.04,0.22,0.36,0.09,0.13,0.65,0.37,2,2,0.19
"1801",0.23,0.61,0.01,0.99,0.01,0.08,0.56,0.24,0,0.45,0.63,1,1,0.07
"1802",0.74,0.25,0.09,0.45,0.69,0.13,0.24,0.55,0,0.65,0.67,2,1,0.72
"1803",0.26,0.77,0.01,0.95,0.03,0.04,0.76,0.12,0,0.28,0.3,1,1,0.07
"1804",0.24,0.41,0.01,0.91,0.1,0.06,0.37,0.3,0,0.55,0.66,1,1,0.27
"1805",0.06,0.75,0,0.98,0.01,0.05,0.71,0.04,0,0.58,0.43,1,1,0.03
"1806",0.16,0.69,0.01,0.96,0.02,0.04,0.64,0.15,0,0.54,0.41,1,1,0.45
"1807",0.2,0.6,0.01,0.83,0.04,0.22,0.54,0.08,0,0.62,0.7,1,2,0.15
"1808",0.06,0.88,0,0.99,0.01,0.05,0.87,0.28,0,0.23,0.25,1,1,0.13
"1809",0.63,0.38,0.05,0.22,0.94,0.09,0.38,0.42,0,0.57,0.46,2,2,0.26
"1810",0.16,0.68,0,0.92,0.04,0.15,0.73,0.21,0,0.37,0.48,1,1,0.06
"1811",1,0.13,0.06,0.35,0.58,0.48,0.14,0.57,0.04,0.74,0.36,2,2,0.62
"1812",0.24,0.42,0.02,0.9,0.12,0.09,0.41,0.1,0,0.6,0.71,1,1,0.53
"1813",0.16,0.65,0.01,0.85,0.06,0.2,0.64,0.21,0,0.75,0.43,2,2,0.09
"1814",0.17,0.54,0.01,0.45,0.15,0.63,0.57,0.4,0,0.59,0.56,2,2,0.49
"1815",0.21,0.64,0,0.84,0.15,0.07,0.6,0.08,0,0.65,0.18,1,2,0.09
"1816",1,0.14,0.08,0.25,0.68,0.44,0.11,1,0.02,0.64,0.64,2,2,0.64
"1817",0.03,0.95,0,0.96,0.01,0.02,0.94,0.12,0,0.1,0.14,1,2,0.01
"1818",0.69,0.22,0.08,0.47,0.66,0.11,0.19,0.2,0.02,0.6,0.58,2,1,0.5
"1819",0.04,0.89,0,0.97,0.02,0.04,0.88,0.12,0,0.28,0.23,1,1,0.02
"1820",0.21,0.59,0.02,0.66,0.02,0.45,0.58,0.15,0.01,0.52,0.56,2,2,0.24
"1821",0.34,0.49,0.01,0.84,0.07,0.19,0.41,0.04,0,0.69,0.76,1,1,0.23
"1822",0.15,0.65,0.01,0.48,0.18,0.16,0.62,0.06,0.03,0.55,0.45,2,2,0.38
"1823",1,0.12,0.12,0.08,1,0.45,0.19,0.93,0,0.49,0.63,2,1,0.23
"1824",0.2,0.57,0.01,0.88,0.14,0.08,0.56,0.05,0,0.62,0.52,1,1,0.41
"1825",0.02,0.86,0,0.98,0.01,0.01,0.82,0.06,0,0.36,0.34,1,1,0.05
"1826",0.13,0.6,0.03,0.94,0.05,0.1,0.57,0.16,0.01,0.59,0.61,1,1,0.18
"1827",0.07,0.8,0,0.96,0.01,0.04,0.78,0.06,0,0.42,0.31,1,1,0.02
"1828",0.04,0.86,0,0.93,0.06,0.03,0.82,0.04,0,0.4,0.31,1,1,0.09
"1829",0.08,0.8,0.01,0.67,0.04,0.22,0.75,0.01,0,0.53,0.37,1,2,0.05
"1830",0.21,0.71,0.01,0.79,0.09,0.3,0.7,0.11,0,0.42,0.42,2,2,0.07
"1831",0.09,0.73,0,0.6,0.05,0.44,0.77,0.14,0,0.42,0.36,2,1,0.07
"1832",0.51,0.24,0.02,0.64,0.43,0.16,0.23,0.09,0,0.72,0.61,2,1,0.81
"1833",0.01,0.94,0,0.89,0.02,0.03,0.92,0.58,0,0.09,0.13,1,1,0.04
"1834",0.1,0.8,0,0.98,0,0.1,0.73,0.11,0,0.44,0.38,1,1,0.02
"1835",0.15,0.8,0,0.96,0.03,0.04,0.81,0,0,0.41,0.31,1,1,0.15
"1836",1,0.21,0.34,0.1,0.7,0.66,0.24,0.44,0.22,0.73,0.54,2,2,0.65
"1837",0.81,0.03,0.03,0.1,1,0.29,0.05,0.53,0,0.53,0.87,2,1,0.86
"1838",0.16,0.62,0.01,0.8,0.1,0.11,0.63,0.4,0,0.46,0.55,1,1,0.12
"1839",0.36,0.51,0.34,0.62,0.31,0.19,0.51,0.84,0.54,0.57,0.76,2,1,0.57
"1840",0.26,0.56,0.03,0.8,0.16,0.09,0.54,0.16,0,0.57,0.56,1,1,0.16
"1841",0.38,0.41,0.05,0.77,0.28,0.09,0.39,0.49,0,0.62,0.73,2,1,0.18
"1842",0.45,0.35,0.04,0.54,0.56,0.18,0.35,0.25,0,0.55,0.85,2,1,0.16
"1843",0.58,0.22,0.03,0.19,1,0.24,0.24,0.12,0,0.46,0.63,2,1,0.24
"1844",0.38,0.55,0.04,0.69,0.35,0.2,0.57,1,0,0.47,0.55,2,1,0.44
"1845",0.05,0.91,0,0.82,0.04,0.07,0.92,0.08,0,0.32,0.16,1,2,0.06
"1846",0.17,0.67,0.01,0.82,0.2,0.08,0.69,0.31,0,0.36,0.45,2,1,0.16
"1847",0.12,0.77,0,0.87,0.03,0.18,0.75,0.19,0,0.29,0.43,2,1,0.08
"1848",1,0,0.97,0,1,0.63,0,0.84,1,0.79,0.64,2,2,1
